Date,Open,High,Low,Close,Volume
2021 Mar 23 14:25 Tue,368.326185023,368.559475646,368.182239744,368.46020304,15933
2021 Mar 23 14:30 Tue,368.430421258,368.470130301,368.152457963,368.152457963,17152
2021 Mar 23 14:35 Tue,368.182239744,368.202094265,367.626313153,367.685876716,22546
2021 Mar 23 14:40 Tue,367.723103943,367.805003843,367.561785959,367.75536754,23116
2021 Mar 23 14:45 Tue,367.785149322,367.874494667,366.87184135,367.020750259,33202
2021 Mar 23 14:50 Tue,366.981041216,367.388058899,366.840669752,367.308640815,32163
2021 Mar 23 14:55 Tue,367.338422597,367.685876716,367.149804646,367.189513688,27092
2021 Mar 23 15:00 Tue,367.268931773,367.286304479,366.782496005,366.971113956,22288
2021 Mar 23 15:05 Tue,366.772568744,366.901623132,366.375478322,366.559132642,31827
2021 Mar 23 15:10 Tue,366.623659836,366.782496005,365.611079259,365.779842688,38134
2021 Mar 23 15:15 Tue,365.81955173,366.286132977,365.501879392,366.107442287,71850
2021 Mar 23 15:20 Tue,366.067733245,366.435041885,365.824515361,365.918824336,43799
2021 Mar 23 15:25 Tue,365.824515361,365.928751597,365.295888736,365.295888736,49988
2021 Mar 23 15:30 Tue,365.184207054,365.759988167,364.767262111,365.63093378,33215
2021 Mar 23 15:35 Tue,365.591224738,365.829478991,365.065079928,365.065079928,44517
2021 Mar 23 15:40 Tue,365.040261776,365.263625139,364.635328818,365.263625139,38051
2021 Mar 23 15:45 Tue,365.328152333,365.725242755,365.065079928,365.204061576,46280
2021 Mar 23 15:50 Tue,365.253697878,366.107442287,365.194134315,365.869188033,71209
2021 Mar 23 15:55 Tue,365.869188033,366.603805315,365.055152667,366.330805649,86729
2021 Mar 23 16:00 Tue,366.375478322,366.732859702,365.710351864,365.80962447,176722
2021 Mar 23 16:05 Tue,365.81955173,365.81955173,365.81955173,365.81955173,55921
2021 Mar 23 17:35 Tue,366.603805315,366.603805315,366.603805315,366.603805315,100
2021 Mar 23 19:35 Tue,365.81955173,365.81955173,365.81955173,365.81955173,350
2021 Mar 23 19:50 Tue,365.81955173,365.81955173,365.81955173,365.81955173,956
2021 Mar 24 08:25 Wed,365.81955173,365.81955173,365.81955173,365.81955173,271
2021 Mar 24 08:35 Wed,367.239149991,367.239149991,367.239149991,367.239149991,100
2021 Mar 24 09:30 Wed,365.313261442,365.313261442,365.313261442,365.313261442,462
2021 Mar 24 09:35 Wed,363.387372893,368.291439611,362.851300822,366.990968477,137885
2021 Mar 24 09:40 Wed,367.000895737,369.969146646,367.000895737,369.423147315,46091
2021 Mar 24 09:45 Wed,369.308983818,369.909583082,367.750701728,367.884421927,41472
2021 Mar 24 09:50 Wed,367.844712885,369.850019519,367.844712885,368.877147984,57626
2021 Mar 24 09:55 Wed,368.887075244,369.671328829,368.529296774,369.567092593,46965
2021 Mar 24 10:00 Wed,369.69614698,370.04856473,369.383438272,369.800383216,34356
2021 Mar 24 10:05 Wed,369.795419586,370.018782948,369.393464806,369.646510677,48584
