Date,Open,High,Low,Close,Volume
2019 Oct 07 15:00 Mon,116.89828207,117.041038256,116.888764991,116.955384544,46162
2019 Oct 07 15:05 Mon,116.955384544,117.069589493,116.926833307,117.022004098,39065
2019 Oct 07 15:10 Mon,117.022004098,117.126691968,117.007728479,117.126691968,51503
2019 Oct 07 15:15 Mon,117.117174888,117.212345679,117.026762637,117.169518823,43451
2019 Oct 07 15:20 Mon,117.164760284,117.212345679,117.117174888,117.155243205,39502
2019 Oct 07 15:25 Mon,117.155243205,117.155243205,117.050555335,117.064830954,47082
2019 Oct 07 15:30 Mon,117.079106572,117.164760284,117.05350563,117.088623651,68791
2019 Oct 07 15:35 Mon,117.083865112,117.09814073,116.869730833,116.89828207,63709
2019 Oct 07 15:40 Mon,116.90304061,116.955384544,116.831662517,116.955384544,60944
2019 Oct 07 15:45 Mon,116.964901624,116.979177242,116.812628359,116.860213754,60880
2019 Oct 07 15:50 Mon,116.869730833,116.945867465,116.826903977,116.869730833,81002
2019 Oct 07 15:55 Mon,116.860213754,116.888764991,116.755525884,116.793594201,177536
2019 Oct 07 16:00 Mon,116.807869819,117.069589493,116.807869819,116.888764991,333317
2019 Oct 07 16:05 Mon,116.907799149,116.907799149,116.907799149,116.907799149,82543
2019 Oct 07 16:10 Mon,116.983935782,116.983935782,116.983935782,116.983935782,100
2019 Oct 07 16:15 Mon,116.907799149,116.907799149,116.907799149,116.907799149,1567
2019 Oct 07 16:45 Mon,116.907799149,116.907799149,116.907799149,116.907799149,2585
2019 Oct 07 18:30 Mon,116.679389252,116.679389252,116.679389252,116.679389252,187
2019 Oct 08 05:30 Tue,117.050555335,117.050555335,117.050555335,117.050555335,200
2019 Oct 08 06:05 Tue,117.060072414,117.060072414,117.060072414,117.060072414,200
2019 Oct 08 07:00 Tue,116.565184303,116.565184303,116.565184303,116.565184303,100
2019 Oct 08 07:50 Tue,116.584218461,116.584218461,116.584218461,116.584218461,136
2019 Oct 08 08:05 Tue,116.679389252,116.679389252,116.679389252,116.679389252,100
2019 Oct 08 08:10 Tue,116.679389252,116.679389252,116.679389252,116.679389252,100
2019 Oct 08 08:30 Tue,116.679389252,116.774560042,116.679389252,116.774560042,596
2019 Oct 08 08:55 Tue,116.688906331,116.688906331,116.688906331,116.688906331,604
2019 Oct 08 09:25 Tue,116.631803857,116.631803857,116.631803857,116.631803857,296
2019 Oct 08 09:35 Tue,116.736491726,116.993452861,116.641320936,116.850696675,282929
2019 Oct 08 09:40 Tue,116.855455214,116.860213754,116.403393959,116.460496433,71016
2019 Oct 08 09:45 Tue,116.431945196,116.470013513,116.300133651,116.365325643,45718
2019 Oct 08 09:50 Tue,116.365325643,116.365325643,116.165466983,116.298706089,51956
2019 Oct 08 09:55 Tue,116.270154852,116.355808564,116.165466983,116.232086536,52484
2019 Oct 08 10:00 Tue,116.203535299,116.232086536,116.057923989,116.057923989,61148
2019 Oct 08 10:05 Tue,116.079813271,116.270154852,116.036986415,116.222569457,73424
2019 Oct 08 10:10 Tue,116.222569457,116.246362155,115.879954611,115.908505848,96117
2019 Oct 08 10:15 Tue,115.903747309,115.903747309,115.642027634,115.794300899,59858
2019 Oct 08 10:20 Tue,115.78478382,115.908220336,115.651544714,115.88947169,70707
2019 Oct 08 10:25 Tue,115.898988769,115.932298546,115.727681346,115.794300899,61016
2019 Oct 08 10:30 Tue,115.793634704,115.965608322,115.78478382,115.913264388,67054
2019 Oct 08 10:35 Tue,115.908505848,115.956091243,115.822852137,115.822852137,75488
2019 Oct 08 10:40 Tue,115.822852137,115.860920453,115.68961303,115.765749662,94589
2019 Oct 08 10:45 Tue,115.775266741,115.860920453,115.699130109,115.703888648,44093
2019 Oct 08 10:50 Tue,115.705792064,115.708647188,115.546856844,115.573599836,54549
2019 Oct 08 10:55 Tue,115.58492516,115.642027634,115.508788528,115.642027634,47198
2019 Oct 08 11:00 Tue,115.642027634,115.930775813,115.642027634,115.908505848,65911
2019 Oct 08 11:05 Tue,115.927540006,116.022710797,115.908505848,115.932298546,34792
